id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
6445,Elvis Rexhbecaj,FC Cologne,0.0396,0.0883,0.046,0.0571,0.1014,-,0.0,0.0814,0.0,0.4605,0.1363,0.1533,0.0,0.0,0.0,0.0,0.3348,0.0538,0.0886,0.0628,0.0,0.0264,1.7303
6088,Orel Mangala,VfB Stuttgart,0.0132,0.0,0.0389,0.0,0.0,0.0,0.0,0.125,0.0,0.0755,0.4574,-,0.0,0.0,0.1559,0.0,0.0343,0.58,0.1803,0.0469,0.0,0.0149,1.7223
8808,Wataru Endo,VfB Stuttgart,0.2946,0.0,0.0,0.0,0.0,0.1456,0.0,0.167,0.0,0.079,0.0832,0.0,0.0387,0.0489,0.3798,0.0072,0.0,0.1026,0.0,0.0576,0.3067,0.0,1.7109
7868,Diadie Samassékou,Hoffenheim,0.0266,0.1249,-,0.0,0.0,0.0,0.0,0.0,0.0371,0.0,0.4783,0.0,-,0.0,0.0,0.1443,0.4892,0.0,0.0,0.0,0.0,0.3678,1.6682
7876,Christopher Lenz,Union Berlin,0.4355,0.0192,0.0,0.0163,0.0,0.3187,0.0522,0.0,0.0,0.0,0.0961,0.2888,0.0,0.0278,0.0167,0.3856,0.0,0.0,-,-,-,0.0,1.6569
7074,Nicolás González,VfB Stuttgart,-,-,-,0.0,0.0,0.0772,0.475,0.0682,-,-,0.0,0.0,0.0849,0.4632,0.4406,0.0,-,0.0396,0.0,0.0,-,-,1.6487
43,Danny Latza,Mainz 05,0.0,0.0226,0.046,0.0,0.0875,0.0,0.1098,-,-,-,0.6115,0.0,0.0,0.1888,0.026,0.1034,0.1221,0.1047,0.0422,0.0728,0.0807,0.0137,1.6318
5659,Nordi Mukiele,RasenBallsport Leipzig,0.0,0.0,0.0236,0.5404,0.0,-,0.5847,-,0.0787,0.0,0.0,0.0,0.3502,-,-,0.0,0.0248,0.0,0.0,0.0,0.024,0.0,1.6264
5248,Marcel Sabitzer,RasenBallsport Leipzig,-,-,-,-,0.0,0.0574,0.1133,0.0,0.0,0.0325,0.025,0.4543,0.0,0.0797,0.0,0.0,0.2735,0.0,0.0885,0.0,0.0,0.47,1.5942
38,Daniel Brosinski,Mainz 05,0.5588,0.1629,0.0175,0.0,0.0,0.0216,0.0,0.6141,0.0188,-,0.0385,-,-,0.1277,0.0,-,-,-,-,-,-,-,1.5599
285,Bastian Oczipka,Schalke 04,0.0,0.0,0.0,0.0533,0.0,0.047,0.0811,0.1437,-,0.0632,0.0811,0.1229,0.0196,0.0542,0.3644,0.0,0.0,0.5214,-,-,-,0.0,1.5519
7867,Robert Skov,Hoffenheim,-,0.1136,0.2894,0.3891,0.0317,0.4482,-,-,0.0,0.0,0.0,0.0461,0.0553,0.1658,-,-,-,-,-,-,0.0,-,1.5392
7789,Dominick Drexler,FC Cologne,0.0,0.0,0.0,-,-,0.0373,0.0,0.0,0.0,0.0,0.0,-,0.0575,0.0,-,0.0483,0.9452,0.3479,0.058,-,0.0,0.0439,1.5381
