id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
714,Gylfi Sigurdsson,Everton,0.0,0.0223,0.0,0.4289,0.0,0.0,0.1756,0.0795,0.0,-,0.0,0.4074,0.2287,0.1741,0.0552,0.0869,0.0127,0.1221,0.0,0.17,-,-,1.9634
843,James Ward-Prowse,Southampton,0.0895,0.0804,0.0,0.1873,0.0,0.0981,0.5105,0.0684,0.0,0.1527,0.0695,0.2288,0.0,0.0964,0.053,0.0197,0.0681,0.0488,0.1105,0.0808,0.0,-,1.9625
6434,Franck Zambo,Fulham,0.0342,0.3505,0.0128,0.0572,0.1079,0.0,0.0,0.0,0.0,0.3802,0.0876,0.0,0.0383,0.2741,0.1243,0.0193,0.0,0.2927,0.0,0.0198,0.1538,-,1.9527
500,Alex Iwobi,Everton,-,0.0,0.0,0.491,0.0,0.0,0.088,0.0806,0.0,0.0439,0.6673,0.0,0.2735,0.2011,0.0,-,0.0,0.0,0.0,0.0893,-,-,1.9347
8719,Kalvin Phillips,Leeds,0.0896,0.198,0.3479,0.0,0.0456,-,-,-,0.0632,0.0182,0.5061,0.0,0.0465,0.0,0.0,0.1757,0.0,-,0.0986,0.2169,0.098,-,1.9043
7706,George Baldock,Sheffield United,0.6307,0.0,0.0,0.0471,0.3452,0.0782,0.0,0.0737,0.1299,0.4928,0.0,0.0,0.0363,0.0,0.0,0.0185,-,-,-,0.0439,0.0,0.0,1.8963
8716,Luke Ayling,Leeds,0.0,0.0,0.2851,0.2831,0.1906,0.0402,0.52,0.0,0.0,0.2358,0.0,0.0718,0.0158,0.0,0.046,0.0,0.0,0.0883,0.059,0.0,0.0534,-,1.8891
2446,Dani Ceballos,Arsenal,0.0,0.5754,0.3288,0.0962,0.074,0.1616,-,0.0,0.0,0.0,0.0,0.0422,0.1056,0.0482,-,0.0,0.4135,0.0402,-,-,-,-,1.8857
753,Marc Albrighton,Leicester,0.0,0.0,-,-,-,0.2893,0.0842,0.0722,0.119,-,0.0,0.0743,-,0.2123,0.0,-,0.0673,0.2338,0.7321,0.0,0.0,0.0,1.8845
7420,Miguel Almirón,Newcastle United,0.1035,0.4858,0.0539,-,0.0,0.0161,0.0465,0.0,0.0224,0.0,0.0,0.0,0.017,0.0668,0.0,0.0,-,0.0936,0.1748,0.0522,0.6917,0.0538,1.8781
986,Danny Ings,Southampton,0.0674,0.0,0.0,0.1118,0.0,0.1663,0.0424,-,-,-,0.3647,0.0932,0.0,0.0,-,0.0,0.15,-,0.066,0.8015,0.0,-,1.8633
5553,Declan Rice,West Ham,0.0496,0.0972,0.0,0.0841,0.0,0.0242,0.0,0.0,0.1557,0.0383,0.6501,0.1258,0.0,0.0,0.0683,0.0564,0.0,0.3981,0.0,0.1005,0.0,0.0,1.8483
6842,Alireza Jahanbakhsh,Brighton,0.0,0.0516,0.7717,-,-,-,-,0.0,-,0.0,0.0,0.3867,0.0,0.6088,0.0,0.0,-,-,-,-,-,-,1.8188
695,Bertrand Traoré,Aston Villa,-,0.0,0.0,0.0,0.0,0.0,-,0.3915,0.0,0.0,0.0542,0.6706,0.4275,0.0,0.0806,0.0,0.1002,0.0541,0.0325,0.0,-,-,1.8112
8722,Ezgjan Alioski,Leeds,-,0.0,0.0,0.0,-,0.3406,0.5005,0.0,0.4745,0.0226,0.0,0.0705,0.1444,0.0,0.1283,0.0,0.075,0.0,0.0,0.0,0.0515,-,1.8079
3635,Bernardo Silva,Manchester City,-,-,0.0606,0.0,0.0,0.0,0.0,0.0,-,-,-,-,0.6256,0.0,0.2854,0.6639,0.0,0.0231,0.1354,0.0,0.0,-,1.794
3585,Said Benrahma,West Ham,-,-,-,-,-,-,0.0,0.3757,-,0.1332,0.0087,0.0669,0.0,0.0,-,0.0,0.0452,0.0,0.0,0.9572,0.0228,0.1771,1.7868
6456,Callum Hudson-Odoi,Chelsea,0.0,-,0.0451,0.397,-,-,0.041,-,0.0,-,-,-,-,-,0.7788,0.0589,0.0597,0.0,0.0309,0.055,0.3106,0.0,1.777
